smiles,logP,qed,SAS,5*QED-SAS
O=C(N[C@@H](CO)c1ccco1)c1cc(Cl)ccc1OC1CCCC1,3.7178,0.809840923,2.774584704,1.274619911
Cc1cc(N(C)C)ccc1NC(=O)c1c[nH]c2nccc(Cl)c12,3.84302,0.743360173,2.381573667,1.335227198
CCOC(=O)c1cccc(NC(=O)c2cn[nH]c2C)c1,2.14712,0.838794932,1.926293268,2.267681392
CCC(CC)[S@](=O)CCC(=O)[O-],0.0637,0.612832192,4.39149823,-1.32733727
COCc1ccc(C(=O)N(C)Cc2ccc(Cl)s2)cc1,3.8201,0.814100561,1.991891894,2.078610911
O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1cc(Cl)c(Cl)cc1Cl,4.4546,0.611946363,2.174543324,0.885188491
CC[C@@H](C)NC(=O)c1ccc2c(c1)CCCN2S(C)(=O)=O,1.9271,0.929199941,2.547228473,2.098771232
COc1ccc(C)cc1-n1nnnc1SCC(=O)Nc1cc(C)cc(C)c1,3.32696,0.645846701,2.167714221,1.061519284
C[C@H](NC(=O)Cc1ccc[nH]1)C(=O)N1CCCC[C@H]1C,1.4629,0.883577214,3.170832313,1.247053757
CCOC(=O)[C@H]1CCCN(C(=O)c2cc(C(C)C)n(C)n2)C1,1.9588,0.802111409,2.875975659,1.134581386
C[C@H]([NH2+]Cc1nc(Cc2ccccc2)no1)[C@@H](C)n1cccn1,1.57,0.725028683,3.937529019,-0.312385604
c1cc(CN2CC[NH+](Cc3ccc4c(c3)OCCO4)CC2)no1,0.3465,0.901741625,3.639854154,0.868853971
CCCCNC(=O)CCc1c(C)nc2c3ccccc3nn2c1C,3.34824,0.69430562,2.227745926,1.243782174
O=C(C[C@@H]1C[NH2+]CCO1)N[C@H]1C=CS(=O)(=O)C1,-2.2344,0.637859289,4.837947935,-1.64865149
C[C@@H]1CCO[C@@H]1C(=O)N1CC[C@H](C(N)=O)c2ccccc21,1.4172,0.903394812,3.6623937,0.85458036
CCC[NH2+][C@H](Cc1nn(C)c2ccccc12)c1ncc[nH]1,1.5536,0.727857679,3.960993854,-0.321705459
CC(C)c1noc(-c2cc[nH+]c(N3CCN(C(=O)[C@H]4C[C@H]4C)CC3)c2)n1,1.9787,0.84158396,4.096947012,0.110972788
O=C(NCc1cccnc1)NCc1ccnc(OCC(F)F)c1,2.1199,0.821681597,2.354917395,1.75349059
C[C@@H](NC(=O)N1CCCCCCC1)[C@@H]1CCCO1,2.5296,0.821129757,2.872274737,1.233374048
COc1ccc([C@H]2C(C(=O)NCc3ccccc3)=C(C)Nc3ncnn32)cc1OC,2.9006,0.650024731,2.966996424,0.283127231
Cc1cc(=O)n2c(n1)SC[C@@H]2CC(=O)NCCC(C)C,1.75092,0.846950085,3.085538307,1.149212118
CC(C)C1=CN=N[C@H]1[C@H]1CCC[NH+](C[C@@H](C)Cc2ccc3c(c2)OCO3)C1,3.2631,0.821712608,5.059660169,-0.951097129
COc1cc(CNC(=O)c2occc2Br)ccn1,2.3757,0.94196607,2.387128548,2.322701802
Cc1cccc(COc2ccc(Br)cc2/C=C2\SC(=S)NC2=O)c1,4.82532,0.543590321,2.323268098,0.394683507
O=C(N[C@@H]1CCO[C@@H]1c1ccc(Cl)c(F)c1)[C@H]1Cc2ccccc2O1,3.429,0.891943396,3.443741993,1.015974987
Cc1ccc([C@]2([NH3+])CC[C@@H]2C)cc1,1.86212,0.680597748,3.791473026,-0.388484286
O=C(CNC(=O)c1ccco1)OCC(=O)c1ccc2ccccc2c1,2.5887,0.55042869,1.994901236,0.757242214
O=C(c1cc2c(F)cccc2[nH]1)N(C[C@@H]1CCCO1)c1ccncc1,3.5278,0.772636866,2.964194349,0.898989981
Cc1cc(C)c(NC(=O)c2cc3ccccc3n2C)c(C)c1,4.35586,0.716571626,1.977832563,1.605025567
CSc1ccccc1NC(=O)N[C@@H](CO)c1ccc(Cl)cc1,3.917,0.701040865,2.455616999,1.049587326
Cc1cc(Br)ccc1CNC(=O)C1CC=CC1,3.33992,0.835505039,2.224511774,1.953013421
COc1ccc(CN/C(C)=C2/C(=O)N(c3ccc(OC)cc3)N=C2C)cc1,3.4901,0.778502896,2.18146746,1.71104702
O=C(COC(=O)C1(c2ccccc2F)CCCC1)N1CCOCC1,2.0395,0.79408554,2.301103038,1.669324662
CC1(C)C(=O)NCC[NH+]1Cc1ccc(OCC(F)F)cc1,0.6238,0.852549194,4.068212474,0.194533496
Cc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccc(C(=O)NC(C)C)cc1,3.29372,0.632242372,1.817735852,1.343476008
C[C@@H]([C@@H](O)c1ccc2ncnn2c1)[N+](=O)[O-],0.4279,0.612613347,3.818362171,-0.755295436
C[C@H](Oc1ccc(Cl)c(Cl)c1)C(=O)NC[C@H]1CCC[C@@H]1O,3.0379,0.861574165,3.042296977,1.265573848
COC[C@H]1CCC[NH+](Cc2cc(C)n(Cc3ccco3)c2C)C1,2.18754,0.888182028,4.335534238,0.105375902
Cc1ccc([C@H](C)NC(=O)CN(C)C(=O)OC(C)(C)C)cc1F,3.17822,0.911884826,2.565772075,1.993652055
CC(=O)NCCC(=O)N1CCC[C@@H](C)C1,0.7711,0.763426434,2.367832062,1.449300108
COc1ccc(N2CCn3c2nn(CC(N)=O)c(=O)c3=O)cc1,-0.9494,0.763627783,2.441464773,1.376674142
ClC(Cl)(Cl)c1nonc1C(Cl)(Cl)Cl,3.723,0.666235995,3.884031358,-0.552851383
CCc1sc(C(=O)N2CCN([C@@H](C(N)=O)c3ccccc3)CC2)cc1C,2.60332,0.876029319,2.751355743,1.628790852
C[NH+](C)Cc1cc(NC(=O)CCCC(=O)N2CCCCCC2)[nH]n1,0.5656,0.693651043,3.303708143,0.164547072
C[C@@H](Nc1ccc(COC(C)(C)C)cc1)c1ccc(C#N)cc1,5.04648,0.806257774,2.517112796,1.514176074
NC(=O)c1ccc(NC(=O)c2cccn(Cc3ccc(F)cc3)c2=O)cc1,2.3869,0.727175695,1.904917865,1.73096061
Cc1cc(C(=O)N2CC[C@H](C)C[C@H]2C)c2c(C)nn(C)c2n1,2.84574,0.807639229,3.146646633,0.891549512
Cc1c(C(=O)N2CCCC2)oc2c1-c1nn(CC(=O)N3C[C@@H](C)C[C@@H](C)C3)cc1CC2,3.29062,0.745065442,3.572807958,0.152519252
Cc1cc(C)cc(NC(=O)CC(C)C)c1,3.28804,0.791924214,1.719999657,2.239621413
COc1cc(OC)cc([C@H]2CC[NH+](CCC(F)(F)F)C2)c1,2.0284,0.903688569,4.271184986,0.247257859
CCn1ccnc(N2CCCC[C@@H](N3CC[NH+](C)CC3)C2)c1=O,-0.5476,0.844901915,3.953671515,0.27083806
C[C@@H]1CCC[C@](O)(c2ccc(Cl)s2)CC1,4.1893,0.705974882,3.337913098,0.191961312
CCOC(=O)C[C@H](C)CNC(=O)C(=O)N1CCc2ccc(C)cc21,1.58962,0.662007025,2.879646364,0.430388761
COc1ccccc1C[NH+]1CCC[C@H](N2CCCC2=O)C1,0.8649,0.90596148,4.050949973,0.478857427
CCNc1ccc2c(OC)ccc(F)c2n1,2.8143,0.857525068,2.077886937,2.209738403
Oc1ccc(C2[NH+](Cc3ccccc3)CC[NH+]2Cc2ccccc2)c(O)c1,1.2802,0.559110808,4.299541175,-1.503987135
Fc1ccc([C@@H]2C[C@@H](c3ccc(Br)cc3)Nc3ncnn32)cc1Br,5.0885,0.566024472,3.585674274,-0.755551914
COc1ccc(O)c(CNC2CC[NH+](Cc3ccccc3Cl)CC2)c1,2.3913,0.740325881,3.234703159,0.466926246
Cc1ccc(NCc2cccc(C(=O)NCc3ccco3)c2)c(F)c1,4.26922,0.67688202,1.951214698,1.433195402
Cc1c(C(=O)N(C)[C@@H]2CCN(c3ccccc3Cl)C2=O)cnn1C,2.25942,0.858036544,2.927723987,1.362458733
Cc1nc(C(C)(C)C)[nH]c(=O)c1C(=O)Nc1cccc(Cl)c1C,3.58994,0.859556265,2.421942547,1.875838778
CCOC(=O)[C@H]1CCCN(C(=O)c2cn(CCc3ccccc3)nn2)C1,1.9361,0.743632093,2.610463022,1.107697443
C[C@@H]1[C@H](C(=O)[O-])CCN1S(=O)(=O)c1ccc(F)c(Cl)c1,0.6281,0.833123504,3.537153353,0.628464167
CC1CCC(OC(=O)C2=NC3=C(C(=O)C[C@@H](c4ccccc4)C3)[C@H]2C)CC1,4.5998,0.703204521,3.500590556,0.015432049
CN(Cc1ccno1)Cc1c(C(=O)N2CC[NH+](C3CCCCC3)CC2)nc2ccccn12,1.6277,0.640208901,3.789982364,-0.588937859
Cc1cc(F)c([C@@H]([NH3+])[C@H]2Cc3ccccc3O2)cc1F,2.55992,0.897045085,3.652849071,0.832376354
COc1ccc(OCC(=O)N/N=C2\CCCc3ccccc32)cc1,2.9308,0.85272361,2.021619397,2.241998653
CC(C)[NH+]1CCC(N2CC[NH+](Cc3c(F)ccc(F)c3F)C[C@@H]2CCO)CC1,0.0111,0.604013742,5.259319815,-2.239251105
CC[NH2+][C@@H](C)c1cc(F)c(C)cc1N1C[C@H](C)S[C@H](C)C1,3.10862,0.909867418,4.528861098,0.020475992
CC(C)c1nsc(NC[C@H](C2CC2)[NH+](C)C)n1,0.9965,0.807938675,4.399227847,-0.359534472
Cc1ccc(-c2nc(C[NH+]3CCCC[C@H]3c3cccnc3)c(C)o2)s1,3.72504,0.754297197,4.30063957,-0.529153585
COc1cccc(C2=C[C@H](C(=O)N3CCCCC3)N=N2)c1,2.883,0.850324885,3.149293728,1.102330697
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cc(S(=O)(=O)NC2CC2)ccc1Br,2.3117,0.476109101,2.325244731,0.055300774
c1ccc2c(c1)CC[C@H]([C@H]1CCCc3cccnc31)N2,3.9284,0.815534372,3.173905994,0.903765866
Cc1ccc(NC(=S)NC(C)C)cc1C,2.99824,0.744471096,1.793432734,1.928922746
C[C@@H](Nc1ccc2c(c1)CCC2)C(=O)N1CCCC1,2.5981,0.901092756,2.458359287,2.047104493
CCOc1ccc(Nc2ccc(C#N)c([N+](=O)[O-])c2)cc1,3.60878,0.651562781,2.045455354,1.212358551
CC(C)OC(=O)CCNC(=O)c1cnn(-c2ccc(F)cc2)n1,1.4779,0.822812389,2.291660206,1.822401739
CCCCOc1ccccc1NC(=O)c1scnc1C1CC1,4.4517,0.734537329,2.300655225,1.37203142
O=C1N=C(N2CCCCC2)S/C1=C1/C(=O)Nc2ccccc21,2.4651,0.747021214,2.497357492,1.237748578
Cc1c([C@H](C)NC(=O)c2[nH]c3ccccc3c2Cl)cnn1C,3.35422,0.763445662,2.787395154,1.029833156
CSc1cccc2sc(N3CCN(C(=O)c4ccn(C(C)C)n4)CC3)nc12,3.758,0.605024749,2.588306381,0.436817364
Cc1ccc(C)c2nc3sc(C(=O)Nc4ccc5c(c4)OCO5)c(N)c3cc12,4.62954,0.497208168,2.430987929,0.055052911
COC(=O)CCN(Cc1cnc2ncccn12)C1CCOCC1,1.2734,0.755977216,2.826947121,0.952938959
O=C(c1c[nH]c2ccc(F)cc12)N(CC1CC1)CC(F)(F)F,3.7215,0.833617378,2.477183357,1.690903533
O=C(Cc1ccc(Cl)cc1)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1c1cc(Cl)ccc1Cl,4.4909,0.607675478,3.348236231,-0.309858841
Cc1cccc(C)c1NC(=O)C[NH+]1CCC(OCc2ccc(F)cc2)CC1,2.64514,0.817002146,3.135914573,0.949096157
C[C@H]1CCC[C@@H](C)N1C(=O)[C@@H]1COCCO1,1.1913,0.683511548,3.545385386,-0.127827646
CC(C)[C@@H](C)CC(=O)NNC(=S)NC1CCCCC1,2.4966,0.54799161,2.79476089,-0.05480284
Cc1cccc(NC(=O)CN2C(=O)/C(=C3\SC(=S)N(Cc4ccco4)C3=O)c3ccccc32)c1,4.34492,0.406267458,2.511334939,-0.479997649
CC(=O)N[C@@H]1C(=O)C[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,3.202,0.783169696,4.24759568,-0.3317472
CCCNC(=O)[C@H]1CS[C@H](c2ccccc2O)N1C(C)=O,1.8809,0.896489932,3.087670663,1.394778997
Cc1ccc(N2CC[C@H](C(=O)NC[C@@H](CC(C)C)N3CCOCC3)C2=O)cc1,2.21102,0.730991683,3.175725777,0.479232638
COc1ccc(NC(=O)CCc2ccc3c(c2)OCCO3)cc1OC,3.0463,0.863250381,1.882683928,2.433567977
Cc1ccc(C(F)(F)F)cc1/C=C/C(=O)[O-],1.77692,0.730242072,2.736080343,0.915130017
Cc1ccccc1C(=O)Nc1ccc(N2CC[NH+](Cc3ccccc3)CC2)cc1,3.15242,0.69707427,2.802015872,0.683355478
c1cc(C[NH2+]Cc2ccco2)cc(OC2CCCC2)c1,2.8646,0.871295721,3.040752718,1.315725887
O=C(c1cccs1)N(Cc1ccc(F)cc1)Cc1cc(-c2ccccc2)cn2nnnc12,4.8345,0.360487284,2.549660106,-0.747223686
COc1ccccc1CC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1Cl,0.7583,0.846108841,3.032988861,1.197555344
c1cc(-c2nc3c4cn[nH]c4ncn3n2)ccc1COc1ccc2c(c1)CCC2,3.7353,0.49744406,2.594161473,-0.106941173
CN(C(=O)c1ccc(Cl)cc1O)C1CCC(=O)CC1,2.6293,0.903566347,2.328620541,2.189211194
CNC(=O)CNS(=O)(=O)c1cccc(C(F)(F)F)c1,0.7297,0.874555237,2.04864279,2.324133395
Cc1ccc(S(=O)(=O)N2C[C@@H](CC(=O)[O-])c3ccccc32)c(C)c1,1.73594,0.852727095,3.131172239,1.132463236
Cc1cc(N)nc(SCC(=O)NC[C@@H](c2ccccc2)C(C)C)n1,3.01532,0.589585065,2.757385703,0.190539622
Cn1cc(C(N)=O)c(NC(=O)c2ccc3sccc3c2)n1,1.986,0.77878187,2.423793294,1.470116056
COc1cc2c(cc1O)[C@H](c1cnc(-c3cccc(C)c3)nc1)CC(=O)N2,3.64032,0.677719905,2.966675187,0.421924338
CC(=O)Nc1ccc(O[C@H](C)c2nc(C(C)(C)C)no2)cc1,3.4655,0.915271437,2.676842582,1.899514603
O=C(c1c(-c2ccccc2)nc2sc3c(n12)CCCC3)C(F)(F)F,4.6866,0.60085537,2.691573754,0.312703096
CC(C)CNC(=O)NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1,2.756,0.717350741,2.498242596,1.088511109
C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@@]21C,4.6814,0.731644833,4.432208085,-0.77398392
CC[C@H](C)Sc1nncn1-c1ccccc1C,3.46632,0.75833867,2.691001384,1.100691966
COCC(=O)N1CCCc2ccc(NC(=O)c3cccc(Br)c3)cc21,3.627,0.826629195,2.077178647,2.055967328
C[C@H](Oc1cccc(Cl)c1)C(=O)Nc1ccc2ccccc2c1,4.8992,0.708710072,2.137347739,1.406202621
Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,4.74232,0.428002897,2.376728773,-0.236714288
Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cn1)CC2,2.5157,0.818882353,2.167516605,1.92689516
C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],0.5619,0.768315758,3.227484824,0.614093966
NC(=O)c1ccc(SCC(=O)Nc2ccc3c(c2)Cc2ccccc2-3)c([N+](=O)[O-])c1,3.9957,0.268645315,2.28130987,-0.938083295
CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1,2.8531,0.615060797,2.555486478,0.519817507
C=CCn1c(SCC(=O)Nc2cc(C)on2)nnc1[C@H]1COc2ccccc2O1,3.00382,0.460741123,3.07878008,-0.775074465
CC(=O)N[C@@H](CC(=O)Nc1ccnn1Cc1ccc(C)o1)c1ccccc1,3.03882,0.665004255,2.761847414,0.563173861
CNC(=O)Cc1nc(C[NH+](C)C2CCC(c3ccccc3)CC2)cs1,2.1727,0.834035487,3.727461999,0.442715436
COCCOc1c(Cl)cccc1NC(=O)Cc1c[nH]c2ccccc12,4.0277,0.604176878,2.094201236,0.926683154
COCCN1[C@@H](C)CN(C(=O)C[NH+](C)C2CC2)C[C@H]1C,-0.7689,0.727699135,4.59548604,-0.956990365
CSc1nncn1/N=C\c1cc(Cl)ccc1F,2.6747,0.633576406,2.720907928,0.446974102
CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1,1.8324,0.635840762,3.083868424,0.095335386
C[C@@H](CCO)SCc1ccccc1OC(F)F,3.2921,0.803263147,2.794523172,1.221792563
C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1,2.4535,0.79093686,2.876982513,1.077701787
COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12,2.54344,0.739991586,2.346515592,1.353442338
Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F,2.1774,0.714719051,3.606098743,-0.032503488
O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NC[C@H]1COCCO1,0.3492,0.713299004,3.876933791,-0.310438771
CCC[NH+](C)C[C@H]1CCN(C(=O)Nc2cc(NC(C)=O)ccc2C)C1,1.73192,0.739325972,3.750912104,-0.054282244
Cc1nc2ncnn2c(NCCOC2CCCCCC2)c1C,2.89244,0.673932516,2.636526482,0.733136098
C[C@H]1CN(Cc2cnn(-c3ccccc3)n2)C[C@H](C)S1,2.5931,0.866889499,3.354093236,0.980354259
COc1cc(OC)cc([C@@H](N[C@@H](C)c2ccc(F)cn2)c2[nH+]ccn2C)c1,2.8307,0.688975217,4.077611059,-0.632734974
CC(C)CCc1noc(C[NH+](C)[C@H]2CCC[C@@H]2S(C)(=O)=O)n1,0.6386,0.808175276,4.666611037,-0.625734657
CCc1nc2n(n1)CCC[C@H]2NC(=O)c1ccc(-n2cc(C)cn2)cc1,2.59952,0.782326971,3.079819945,0.83181491
C[C@@H](NC(=O)c1ccccc1CSc1nc2ccccc2[nH]1)C1CC1,4.3835,0.620433954,2.626933153,0.475236617
O=C([C@H]1CCCN1S(=O)(=O)N1CCCCC1)N1CCSCC1,0.7569,0.76878168,2.937505549,0.906402851
Cn1c(=O)c(=O)n(CC(=O)N2CCC3(CC2)OCCO3)c2cccnc21,-0.5393,0.694727522,3.149861251,0.323776359
COc1ccc(C(=O)N(CC2=CC=C[C@@H]3N=CC=C23)C2CC2)cc1,3.1754,0.824029325,3.452897748,0.667248877
CCc1ccc(-c2nc(N)ccc2[N+](=O)[O-])cc1,2.8014,0.659163786,2.097790195,1.198028735
c1csc([C@@H]2CN(Cc3cnc(C4CCC4)s3)CCO2)c1,4.0456,0.818865146,3.232263565,0.862062165
O=S(=O)(/N=C(\[O-])c1ccsc1)N1CCCC1,0.1956,0.58896651,3.283982322,-0.339149772
Cc1nccn1CC(=O)N1CCCC[C@@H]1CCNC(=O)c1ccccc1,2.39272,0.86642885,2.635190407,1.696953843
C[C@H](Sc1nnc(-c2ccc(Cl)cc2)n1C[C@H]1CCCO1)C(=O)Nc1ccc2c(c1)OCO2,4.6255,0.465546247,3.082708456,-0.754977221
COc1ccc(-n2nnc(-c3nc(-c4ccc5c(c4)OCO5)cs3)c2C)cc1OC,4.11212,0.460603314,2.477026818,-0.174010248
CN(c1ccccc1)S(=O)(=O)c1ccc2c(c1)C(C)(C)C(=O)N2,2.7414,0.935938985,2.273601311,2.406093614
Cc1cc(S(=O)(=O)N2CCN(C(=O)[C@H]3C[C@H]3c3ccc(Cl)cc3)CC2)c(C)s1,3.65494,0.712091821,3.060452951,0.500006154
O=C(Nc1ccc(Oc2ccc(Cl)nn2)cc1)[C@@H](O)c1ccccc1,3.5944,0.711944097,2.527102384,1.032618101
CCCc1cc(=O)n2c(n1)SC[C@@H]2CC(=O)Nc1cccc(Cl)c1Cl,4.1782,0.737972749,3.046356505,0.64350724
Cc1ccc(NC(=O)CSc2nnc([C@@H]3CCCN3C(=O)c3cccc(C)c3)n2C)cc1,4.14004,0.550365694,2.6677862,0.08404227
Cc1noc(C)c1CCCNC(=O)N[C@H]1CC(=O)N(C2CC2)C1,1.28654,0.782050092,2.938927219,0.971323241
CC(C)(C)[C@@H]1CCC(=O)[C@@H](CN2CCOCC2)C1,2.3501,0.757101508,3.192817779,0.592689761
COc1cc(/C=C2\SC([N-]c3cccc(C(=O)[O-])c3)=NC2=O)cc(OC)c1O,2.4486,0.767284604,3.624698669,0.211724351
C=CCO[C@H](C)C(=O)Nc1ccc(F)cc1Br,3.1178,0.837718754,2.62384992,1.56474385
O=C(CN1CCN(Cc2ccc(F)c(F)c2)CC1)c1cccs1,3.0268,0.775791958,2.038417395,1.840542395
CC[NH+]1C[C@H](c2ccccc2)CC2(CCN(C(=O)c3ccon3)CC2)C1,1.9893,0.921901571,4.599936281,0.009571574
C[C@H]1C[C@H]([NH+]2CC[C@H](S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,0.9402,0.823084126,5.111098444,-0.995677814
CC[C@H](Sc1cc(C)c2cccc(C)c2n1)C(=O)Nc1nc2ccc(S(N)(=O)=O)cc2s1,4.61814,0.367413488,3.040910794,-1.203843354
COC(=O)[C@]1(NC2CC2)CC[C@H](Sc2ncc(C)cn2)C1,2.09342,0.666413637,3.806593519,-0.474525334
COc1ccccc1Nc1nn(CN(C)OC)c(=S)s1,2.87699,0.648604821,2.744734477,0.498289628
Cc1cc(C)c(C)c(S(=O)(=O)/N=C(\[O-])c2cc(C3CC3)n(C(C)(C)C)n2)c1C,3.24498,0.57080877,3.319948324,-0.465904474
CC(C)(O)C#Cc1ccc(C[NH2+][C@H]2CCCN(c3nc4ccccc4s3)C2)s1,3.2126,0.637363679,3.944912325,-0.75809393
COc1ccc(OC)c(S(=O)(=O)n2cc3c(=O)n(C)c(=O)n(C)c3n2)c1,-0.3121,0.631142581,2.605751248,0.549961657
C/[NH+]=C(/NCc1noc(C(C)(C)C)n1)N[C@@H](C)c1ccc(F)cc1F,1.1521,0.575694148,3.765578968,-0.887108228
Cc1nnsc1C(=O)Nc1nnc(-c2ccc(Br)cc2)o1,2.91132,0.759628852,2.409599774,1.388544486
CCN(Cc1ccc(OC)c(OC)c1)C(=O)C[NH+]1CC[C@@H](C)[C@H](O)C1,0.3379,0.760425306,4.184749686,-0.382623156
O=C([O-])[C@H]1CCCCN1C(=O)CSCc1ccccc1,1.0508,0.824785696,2.817802672,1.306125808
Cc1cccc([C@H](O)C[C@@H]2CCCCC[NH2+]2)c1,1.92452,0.828368324,4.031209669,0.110631951
O=C(C1CCCCC1)N1CCN(Cn2cc(Br)cn2)CC1,2.3276,0.836883606,2.311671111,1.872746919
Cc1ccccc1COc1ccc([C@@H]2C3=C(CCCC3=O)Nc3nnnn32)cc1,3.58252,0.718662234,3.132501567,0.460809603
CCO[C@@H]1C[C@@H]([NH+](C)C[C@@H]2CCCN(S(C)(=O)=O)C2)C12CCCCC2,1.3006,0.77220254,5.07507717,-1.21406447
CCn1c(=O)c(=O)[nH]c2cc(C(=O)NN3C(=O)N[C@](C)(c4ccccc4)C3=O)ccc21,0.8217,0.430509876,2.962036649,-0.809487269
COc1cc(OC)cc([C@@H](NC(=O)N(C)C2CCCCC2)c2nccn2C)c1,3.5008,0.806423372,2.928414024,1.103702836
O=C1[C@H]2[C@@H]3C=C[C@@H](C3)[C@H]2C(=O)N1CN(C(=O)C(F)(F)F)c1cccc(C(F)(F)F)c1,3.3653,0.41034419,4.594802101,-2.543081151
CCNc1ncc(COc2cccc3ccccc23)s1,4.3071,0.726552722,2.099067034,1.533696576
Cc1noc(C)c1CCCNC(=O)c1c(C)nn(Cc2ccccc2)c1C,3.51568,0.634646901,2.233570901,0.939663604
C[C@H]1CC([NH2+][C@@H](C)c2c[nH]c3cc(F)ccc23)C[C@H](C)O1,2.8874,0.889642807,4.334335812,0.113878223
C/C(=C1/SC(=O)N(c2ccc(Cl)cc2)C1=O)c1ccc(Br)cc1,5.7335,0.583493088,2.296813571,0.620651869
Cc1ccc(NC(=O)C[C@H]2SC([N-]c3ccc(N(C)C)cc3)=NC2=O)c(C)c1,4.40144,0.779281936,3.627882213,0.268527467
CO[C@H]1CCCC[C@H]1NC(=O)NC[C@H](c1cccc(F)c1)[NH+](C)C,1.2681,0.740120341,4.043243079,-0.342641374
Cc1nn(C)c(C)c1CN[C@H]1CCC[NH2+]C1,-0.14766,0.77239094,4.095466931,-0.233512231
Cc1cc(=O)[nH]c(SCC(=O)N2C[C@]3(C)C[C@H]2CC(C)(C)C3)n1,2.59762,0.679143749,4.334279951,-0.938561206
COC1CC[NH+](Cn2nc(-c3ccc(C)cc3)n(C)c2=S)CC1,1.57771,0.871042633,3.62842072,0.726792445
C[NH2+][C@]1(C(=O)[O-])CCC[C@@H](OCC2CCCCC2)C1,0.2078,0.794865506,4.411583501,-0.437255971
Cc1nnc(SCC(=O)c2cc(C)n(CC(F)(F)F)c2C)s1,3.80216,0.589916902,2.57095882,0.37862569
CC(C)CN(CCC#N)C(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,-0.13482,0.726075223,3.85350139,-0.223125275
Cc1cc(CN2CCN3C(=O)NC[C@@H]3C2)cc(C)c1OC(F)F,2.11424,0.92573645,3.105081065,1.523601185
CCNC(=O)c1cccc(NC(=O)NCCCSC)c1,2.3109,0.677094211,1.921088598,1.464382457
Cn1c(-c2cccc3ccccc23)nn(CN2CCOCC2)c1=S,3.06099,0.6785979,2.324814562,1.068174938
CCCCCN1C(=O)/C(=C/c2ccc(O)c(OCC)c2)SC1=S,4.1823,0.435781496,2.219121504,-0.040214024
N#CCCN(Cc1ccccc1)C(=S)NC(=O)c1cccc(Cl)c1,3.77058,0.80292683,2.10875656,1.90587759
CCCS(=O)(=O)c1ccccc1C(=O)Nc1nnc(CC)s1,2.5365,0.87186522,2.227853244,2.131472856
CNC(=O)[C@H](C)CN(C)Cc1cc(=O)n2cccc(C)c2[nH+]1,0.23592,0.880916787,4.069781813,0.334802122
COCCNC(=O)/C(C#N)=C/c1cccc(O)c1,1.06178,0.468378754,2.213128657,0.128765113
CNC(=O)CN1c2ccccc2C(=O)N(C)[C@H]1c1ccccc1O,1.729,0.908245276,2.856964348,1.684262032
CC(=O)N[C@H](C)C(=O)Nc1ccc(Sc2nncs2)c(Cl)c1,2.8058,0.854635208,2.884517979,1.388658061
CC[n+]1c(N)n(CCOc2ccc(Cl)cc2Cl)c2ccccc21,3.9167,0.68484973,2.426998471,0.997250179
COC(=O)CCCc1nnc(NC(=O)N2CCC[C@@H]3CCC[C@@H]32)s1,2.8302,0.818184085,3.164711063,0.926209362
O=C(N[C@H]1CCCC[C@H]1OC1CCCC1)c1ccc([N+](=O)[O-])cc1,3.595,0.643165799,2.913305043,0.302523952
O=C(CCOc1ccccc1)NNC(=O)CC1(O)CCCC1,1.2981,0.6991618,2.236204676,1.259604324
C=CCN(CC(=O)[O-])C(=O)[C@@H](C[NH3+])C(C)C,-1.735,0.557081917,4.421406893,-1.635997308
O=C(CCn1ccccc1=O)NCC1(c2ccccc2)CC1,2.0864,0.89085588,2.168978302,2.285301098
COc1cc(C)c([C@@H](C)NC(=O)CSC2CCCC2)cc1OC,3.86522,0.794186311,2.677682748,1.293248807
C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1,2.3115,0.733370459,2.072317583,1.594534712
Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,-0.8129,0.433053706,3.975631515,-1.810362985
Cn1cccc1Cc1nnc(SCC(=O)Nc2ccc3c(c2)OCCO3)n1C,2.2464,0.641868066,2.483754553,0.725585777
